reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,compare_DH,Automated_status,status,notes_x,CUID_Deploy,compare,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GI02HYPM-MPM01-02-ZPLSGA009,recovered_inst,Science,GI02HYPM_R00001_ingest.csv,GI02HYPM,1,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not deployed,,#KN-221-4,,,AT-30-01,,1,2014-09-11T17:13:00,2015-08-16T10:54:00,CGMGI-02HYPM-00001,,,59.97533,-39.48183,,,2675,not deployed
GI02HYPM-MPM01-02-ZPLSGA009,recovered_inst,Science,GI02HYPM_R00002_ingest.csv,GI02HYPM,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not deployed,,#AT-30-01,,,AR-07-01,,1,2015-08-16T22:59:00,2016-07-16T00:00:00,,,,59.97275,-39.52348,,,2667,not deployed
GI02HYPM-MPM01-02-ZPLSGA009,telemetered,Science,GI02HYPM_D00001_ingest.csv,GI02HYPM,1,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not deployed,,#KN-221-4,,,AT-30-01,,1,2014-09-11T17:13:00,2015-08-16T10:54:00,CGMGI-02HYPM-00001,,,59.97533,-39.48183,,,2675,not deployed
GI02HYPM-MPM01-02-ZPLSGA009,telemetered,Science,GI02HYPM_D00002_ingest.csv,GI02HYPM,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not iinstalled,,#AT-30-01,,,AR-07-01,,1,2015-08-16T22:59:00,2016-07-16T00:00:00,,,,59.97275,-39.52348,,,2667,not deployed
GI02HYPM-MPM01-02-ZPLSGA009,telemetered,Science,GI02HYPM_D00003_ingest.csv,GI02HYPM,3,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not installed,,#AR-07-01,,,,,1,2016-07-11T14:22:00,2017-07-21T00:00:00,CGMGI-02HYPM-00003,,,59.9695,-39.4886,,,2673,need UIDs
GI02HYPM-MPM01-02-ZPLSGA010,recovered_inst,Science,GI02HYPM_R00001_ingest.csv,GI02HYPM,1,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not deployed,,#KN-221-4,,,AT-30-01,,1,2014-09-11T17:13:00,2015-08-16T10:54:00,CGMGI-02HYPM-00001,,,59.97533,-39.48183,,,2675,not deployed
GI02HYPM-MPM01-02-ZPLSGA010,recovered_inst,Science,GI02HYPM_R00002_ingest.csv,GI02HYPM,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not deployed,,#AT-30-01,,,AR-07-01,,1,2015-08-16T22:59:00,2016-07-16T00:00:00,,,,59.97275,-39.52348,,,2667,not deployed
GI02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GI02HYPM_D00001_ingest.csv,GI02HYPM,1,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not deployed,,#KN-221-4,,,AT-30-01,,1,2014-09-11T17:13:00,2015-08-16T10:54:00,CGMGI-02HYPM-00001,,,59.97533,-39.48183,,,2675,not deployed
GI02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GI02HYPM_D00002_ingest.csv,GI02HYPM,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not Installed,,#AT-30-01,,,AR-07-01,,1,2015-08-16T22:59:00,2016-07-16T00:00:00,,,,59.97275,-39.52348,,,2667,not deployed
GI02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GI02HYPM_D00003_ingest.csv,GI02HYPM,3,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,FALSE,Not Deployed,Not installed,,#AR-07-01,,,,,1,2016-07-11T14:22:00,2017-07-21T00:00:00,CGMGI-02HYPM-00003,,,59.9695,-39.4886,,,2673,need UIDs
