reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route_y,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GA03FLMB-RIM01-00-SIOENG000,recovered_host,Engineering,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/MSIOC/STA*.DAT,350.0,0.0,0.0,350.0,Available,,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGCON-SIOCON-99826,-42.49567,-42.122,,1507.0,5170.0,
GA03FLMB-RIM01-00-SIOENG000,recovered_host,Engineering,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/STATUS/STA*.DAT,349.0,0.0,0.0,349.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGCON-SIOCON-14881,-42.49243,-42.1626,,1503.0,5092.0,
GA03FLMB-RIM01-00-SIOENG000,telemetered,Engineering,GA03FLMB_D00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/D00001/*status_1399801.dat,28.0,0.0,27.0,1.0,Available,,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGCON-SIOCON-99826,-42.49567,-42.122,,1507.0,5170.0,
GA03FLMB-RIM01-00-SIOENG000,telemetered,Engineering,GA03FLMB_D00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/D00002/*status_1488101.dat,8.0,0.0,8.0,0.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGCON-SIOCON-14881,-42.49243,-42.1626,,1503.0,5092.0,
GA03FLMB-RIM01-00-SIOENG000,telemetered,Engineering,GA03FLMB_D00003_ingest.csv,GA03FLMB,3.0,,/omc_data/whoi/OMC/GA03FLMB/D00003/*status_1488101.dat,0.0,0.0,0.0,0.0,Missing,No data on server,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGCON-SIOCON-13990,-42.49601667,-42.12545,,1500.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-ADCPSL007,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/ADCPS_sn21497/ADC*.DAT,0.0,0.0,0.0,0.0,Missing,Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-ADCPSL-21497,-42.49567,-42.122,,501.0,5170.0,
GA03FLMB-RIM01-02-ADCPSL007,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/ADCPS/ADC*.DAT,349.0,0.0,0.0,349.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-ADCPSL-23498,-42.49243,-42.1626,,495.0,5092.0,
GA03FLMB-RIM01-02-ADCPSL007,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/ADCPS_sn21497/*.000,1.0,0.0,0.0,1.0,Available,,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-ADCPSL-21497,-42.49567,-42.122,,501.0,5170.0,
GA03FLMB-RIM01-02-ADCPSL007,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/ADCPS_sn23498/*.000,5.0,0.0,0.0,5.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-ADCPSL-23498,-42.49243,-42.1626,,495.0,5092.0,
GA03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/D00001/*adcps*.dat,38.0,0.0,6.0,32.0,Available,,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-ADCPSL-21497,-42.49567,-42.122,,501.0,5170.0,
GA03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/D00002/*adcps*.dat,9.0,0.0,1.0,8.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-ADCPSL-23498,-42.49243,-42.1626,,495.0,5092.0,
GA03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3.0,,/omc_data/whoi/OMC/GA03FLMB/D00003/*adcps*.dat,0.0,0.0,0.0,0.0,Missing,No data on server,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-ADCPSL-18445,-42.49601667,-42.12545,,500.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG060,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12403/*.hex,1.0,0.0,0.0,1.0,Available,29,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12403,-42.49567,-42.122,,29.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13596/*.hex,1.0,0.0,0.0,1.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13596,-42.49243,-42.1626,,26.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG060,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG061,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12413/*.hex,1.0,0.0,0.0,1.0,Available,39,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12413,-42.49567,-42.122,,40.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13597/*.hex,1.0,0.0,0.0,1.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13597,-42.49243,-42.1626,,32.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG061,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG062,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12404/*.hex,1.0,0.0,0.0,1.0,Available,59,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12404,-42.49567,-42.122,,60.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13598/*.hex,1.0,0.0,0.0,1.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13598,-42.49243,-42.1626,,52.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG062,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG063,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG063,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1.0,,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12414/*.hex,1.0,0.0,0.0,1.0,Available,90,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12414,-42.49567,-42.122,,90.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG063,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2.0,,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13599/*.hex,1.0,0.0,0.0,1.0,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13599,-42.49243,-42.1626,,82.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG063,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA03FLMB-RIM01-02-CTDMOG064,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
