reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route_y,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GS03FLMB-RIM01-00-SIOENG000,recovered_host,Engineering,GS03FLMB_R00001_ingest.csv,GS03FLMB,1.0,,/omc_data/whoi/OMC/GS03FLMB/R00001/cg_data/dcl00/MSIOC/STA*.DAT,303,0,0,303,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-23T20:19:00,2015-12-19T18:40:00,CGMGS-03FLMB-00001,,CGCON-SIOCON-99706,-54.0803,-88.9346,,1505.0,4932.0,
GS03FLMB-RIM01-00-SIOENG000,recovered_host,Engineering,GS03FLMB_R00002_ingest.csv,GS03FLMB,2.0,,/omc_data/whoi/OMC/GS03FLMB/R00002/cg_data/MSIOC_sn14885/STATUS/STA*.DAT,360,0,0,360,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-16T19:33:00,2016-12-05T00:00:00,CGMGS-03FLMB-00002,,CGCON-SIOCON-14884,-54.0824,-88.85905,,1502.0,4942.0,Update recovery date when Quick Look report is released
GS03FLMB-RIM01-00-SIOENG000,telemetered,Engineering,GS03FLMB_D00001_ingest.csv,GS03FLMB,1.0,,/omc_data/whoi/OMC/GS03FLMB/D00001/*.status_1399701.dat,25,0,24,1,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-23T20:19:00,2015-12-19T18:40:00,CGMGS-03FLMB-00001,,CGCON-SIOCON-99706,-54.0803,-88.9346,,1505.0,4932.0,
GS03FLMB-RIM01-00-SIOENG000,telemetered,Engineering,GS03FLMB_D00002_ingest.csv,GS03FLMB,2.0,,/omc_data/whoi/OMC/GS03FLMB/D00002/*.status_1488501.dat,35,0,34,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-16T19:33:00,2016-12-05T00:00:00,CGMGS-03FLMB-00002,,CGCON-SIOCON-14884,-54.0824,-88.85905,,1502.0,4942.0,Update recovery date when Quick Look report is released
GS03FLMB-RIM01-00-SIOENG000,telemetered,Engineering,GS03FLMB_D00003_ingest.csv,GS03FLMB,3.0,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No glider deployed so telemetered data will not be available,,#NBP16-10,,,,1.0,2016-12-03T19:08:00,,CGMGS-03FLMB-00003,,,-54.08030667,-88.93177167,,1510.0,4928.0,need correct serial number/UID
GS03FLMB-RIM01-02-ADCPSL007,recovered_host,Science,GS03FLMB_R00001_ingest.csv,GS03FLMB,1.0,,/omc_data/whoi/OMC/GS03FLMB/R00001/cg_data/dcl00/ADCPS_sn21446/ADC*.DAT,0,0,0,0,Missing,Data not expected,,AT-26-29,,NBP-15-11,,1.0,2015-02-23T20:19:00,2015-12-19T18:40:00,CGMGS-03FLMB-00001,,CGINS-ADCPSL-13992,-54.0803,-88.9346,,500.0,4932.0,
GS03FLMB-RIM01-02-ADCPSL007,recovered_host,Science,GS03FLMB_R00002_ingest.csv,GS03FLMB,2.0,,/omc_data/whoi/OMC/GS03FLMB/R00002/cg_data/MSIOC_sn14885/ADCPS/ADC*.DAT,360,0,0,360,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-16T19:33:00,2016-12-05T00:00:00,CGMGS-03FLMB-00002,,CGINS-ADCPSL-20504,-54.0824,-88.85905,,500.0,4942.0,Update recovery date when Quick Look report is released
GS03FLMB-RIM01-02-ADCPSL007,recovered_inst,Science,GS03FLMB_R00001_ingest.csv,GS03FLMB,1.0,,/omc_data/whoi/OMC/GS03FLMB/R00001/cg_data/dcl00/ADCPS_sn21446/*.000,2,0,0,2,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-23T20:19:00,2015-12-19T18:40:00,CGMGS-03FLMB-00001,,CGINS-ADCPSL-13992,-54.0803,-88.9346,,500.0,4932.0,
GS03FLMB-RIM01-02-ADCPSL007,recovered_inst,Science,GS03FLMB_R00002_ingest.csv,GS03FLMB,2.0,,/omc_data/whoi/OMC/GS03FLMB/R00002/instruments/ADCPS_sn20504/*.000,3,0,0,3,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-16T19:33:00,2016-12-05T00:00:00,CGMGS-03FLMB-00002,,CGINS-ADCPSL-20504,-54.0824,-88.85905,,500.0,4942.0,Update recovery date when Quick Look report is released
GS03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GS03FLMB_D00001_ingest.csv,GS03FLMB,1.0,,/omc_data/whoi/OMC/GS03FLMB/D00001/*adcps*.dat,28,0,5,23,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-23T20:19:00,2015-12-19T18:40:00,CGMGS-03FLMB-00001,,CGINS-ADCPSL-13992,-54.0803,-88.9346,,500.0,4932.0,
