ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,reference_designator,data_source,Automated_status,status,notes
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-00-ENG000000,telemetered,Available,,NaN
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-01-CTDGVM000,telemetered,Available,,NaN
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-02-DOSTAM000,telemetered,Available,,NaN
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,#Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-03-FLORTM000,telemetered,Available,Not configured properly for telemetry,NaN
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,#Ingest.flort-o-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-04-FLORTO000,telemetered,Available,Not configured properly for telemetry. No parser,NaN
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,Ingest.nutnr-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-05-NUTNRM000,telemetered,Available,,NaN
GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,001,Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,GS05MOAS-PG565-06-PARADM000,telemetered,Available,,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.glider-eng-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-00-ENG000000,recovered_host,Missing,No data on server,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.ctdgv-m-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-01-CTDGVM000,recovered_host,Missing,No data on server,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.dosta-abcdjm-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-02-DOSTAM000,recovered_host,Missing,No data on server,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.flort-m-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-03-FLORTM000,recovered_host,Missing,No data on server,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.flort-o-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-04-FLORTO000,recovered_host,Missing,No parser,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.nutnr-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-05-NUTNRM000,recovered_host,Missing,No data on server,NaN
GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,001,#Ingest.parad-m-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,GS05MOAS-PG565-06-PARADM000,recovered_host,Missing,No data on server,NaN
