reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,compare_DH,Automated_status,status,notes_x,CUID_Deploy,compare,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GS05MOAS-PG565-00-ENG000000,recovered_host,Engineering,GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,1,#Ingest.glider-eng-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,R00001,Missing,No data on server,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGCON-GLDRGP-00565,-54.12519,-89.76248,,,,
GS05MOAS-PG565-00-ENG000000,telemetered,Engineering,GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,1,Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,D00001,Available,,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGCON-GLDRGP-00565,-54.12519,-89.76248,,,,
GS05MOAS-PG565-01-CTDGVM000,recovered_host,Science,GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,1,#Ingest.ctdgv-m-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,R00001,Missing,No data on server,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-CTDGVM-09287,-54.12519,-89.76248,,,,
GS05MOAS-PG565-01-CTDGVM000,telemetered,Science,GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,1,Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,D00001,Available,,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-CTDGVM-09287,-54.12519,-89.76248,,,,
GS05MOAS-PG565-02-DOSTAM000,recovered_host,Science,GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,1,#Ingest.dosta-abcdjm-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,R00001,Missing,No data on server,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-DOSTAM-00437,-54.12519,-89.76248,,,,
GS05MOAS-PG565-02-DOSTAM000,telemetered,Science,GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,1,Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,D00001,Available,,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-DOSTAM-00437,-54.12519,-89.76248,,,,
GS05MOAS-PG565-03-FLORTM000,recovered_host,Science,GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,1,#Ingest.flort-m-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,R00001,Missing,No data on server,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-FLORTM-03815,-54.12519,-89.76248,,,,
GS05MOAS-PG565-03-FLORTM000,telemetered,Science,GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,1,#Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,D00001,Available,Not configured properly for telemetry,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-FLORTM-03815,-54.12519,-89.76248,,,,
GS05MOAS-PG565-04-FLORTO000,recovered_host,Science,GS05MOAS-PG565_R00001_ingest.csv,GS05MOAS,1,#Ingest.flort-o-glider_recovered,/omc_data/whoi/OMC/GS05MOAS-PG565/R00001/merged-from-glider/gs_*.mrg,0,0,0,0,R00001,Missing,No parser,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-FLORTO-01332,-54.12519,-89.76248,,,,
GS05MOAS-PG565-04-FLORTO000,telemetered,Science,GS05MOAS-PG565_D00001_ingest.csv,GS05MOAS,1,#Ingest.flort-o-glider_telemetered,/omc_data/whoi/OMC/GS05MOAS-PG565/D00001/merged-from-glider/gs_*.mrg,1557,0,0,1557,D00001,Available,Not configured properly for telemetry. No parser,,NBP-15-11,,,,,1,2015-12-20T17:46:00,2016-11-21T00:00:00,CGVGS-05MOAS-00000,CGVEH-GLDRGP-00565,CGINS-FLORTO-01332,-54.12519,-89.76248,,,,
