reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,compare_DH,Automated_status,status,notes_x,CUID_Deploy,compare,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GI01SUMO-RID16-00-DCLENG000,recovered_host,Engineering,GI01SUMO_R00001_ingest.csv,GI01SUMO,1,Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl16/syslog*/*syslog*.log,243,0,0,243,R00001,Available,,,KN-221-4,,,AT-30-01,,1.0,2014-09-10T18:50:00,2015-08-22T11:00:00,CGMGI-01SUMO-00001,,R00044,59.9337,-39.47378,,12.0,2685.0,
GI01SUMO-RID16-00-DCLENG000,recovered_host,Engineering,GI01SUMO_R00002_ingest.csv,GI01SUMO,2,Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00002/cg_data/dcl16/syslog/*syslog.log,308,0,0,308,R00002,Available,,,AT-30-01,,,AR-07-01,,1.0,2015-08-15T19:22:00,2016-07-19T00:00:00,CGMGI-01SUMO-00002,,R00053,59.94358,-39.57372,,12.0,2668.0,
GI01SUMO-RID16-00-DCLENG000,telemetered,Engineering,GI01SUMO_D00001_ingest.csv,GI01SUMO,1,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/GI01SUMO/D00001/cg_data/dcl16/syslog*/*syslog*.log,145,0,0,145,D00001,Available,,,KN-221-4,,,AT-30-01,,1.0,2014-09-10T18:50:00,2015-08-22T11:00:00,CGMGI-01SUMO-00001,,R00044,59.9337,-39.47378,,12.0,2685.0,
GI01SUMO-RID16-00-DCLENG000,telemetered,Engineering,GI01SUMO_D00002_ingest.csv,GI01SUMO,2,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/GI01SUMO/D00002/cg_data/dcl16/syslog*/*syslog*.log,334,0,0,334,D00002,Available,,,AT-30-01,,,AR-07-01,,1.0,2015-08-15T19:22:00,2016-07-19T00:00:00,CGMGI-01SUMO-00002,,R00053,59.94358,-39.57372,,12.0,2668.0,
GI01SUMO-RID16-00-DCLENG000,telemetered,Engineering,GI01SUMO_D00003_ingest.csv,GI01SUMO,3,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/GI01SUMO/D00003/cg_data/dcl16/syslog/*syslog*.log,229,0,0,229,D00003,Available,,,AR-07-01,,,,,1.0,2016-07-10T17:44:00,,CGMGI-01SUMO-00003,,OL000596,59.9341,-39.4673,,12.0,2691.0,
GI01SUMO-RID16-01-OPTAAD000,recovered_host,Science,GI01SUMO_R00001_ingest.csv,GI01SUMO,1,Ingest.optaa-dj-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl16/OPTAA*/*.optaa*.log,775,0,59,716,R00001,Available,,,KN-221-4,,,AT-30-01,,1.0,2014-09-10T18:50:00,2015-08-22T11:00:00,CGMGI-01SUMO-00001,,CGINS-OPTAAD-00150,59.9337,-39.47378,,12.0,2685.0,
GI01SUMO-RID16-01-OPTAAD000,recovered_host,Science,GI01SUMO_R00002_ingest.csv,GI01SUMO,2,Ingest.optaa-dj-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00002/cg_data/dcl16/OPTAA_snACS222/*.optaa2.log,7351,0,64,7287,R00002,Available,,,AT-30-01,,,AR-07-01,,1.0,2015-08-15T19:22:00,2016-07-19T00:00:00,CGMGI-01SUMO-00002,,CGINS-OPTAAD-00222,59.94358,-39.57372,,12.0,2668.0,
GI01SUMO-RID16-01-OPTAAD000,telemetered,Science,GI01SUMO_D00001_ingest.csv,GI01SUMO,1,Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/GI01SUMO/D00001/cg_data/dcl16/optaa*/*optaa*.log,729,0,59,670,D00001,Available,,,KN-221-4,,,AT-30-01,,1.0,2014-09-10T18:50:00,2015-08-22T11:00:00,CGMGI-01SUMO-00001,,CGINS-OPTAAD-00150,59.9337,-39.47378,,12.0,2685.0,
GI01SUMO-RID16-01-OPTAAD000,telemetered,Science,GI01SUMO_D00002_ingest.csv,GI01SUMO,2,Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/GI01SUMO/D00002/cg_data/dcl16/optaa*/*optaa*.log,7754,0,81,7673,D00002,Available,,,AT-30-01,,,AR-07-01,,1.0,2015-08-15T19:22:00,2016-07-19T00:00:00,CGMGI-01SUMO-00002,,CGINS-OPTAAD-00222,59.94358,-39.57372,,12.0,2668.0,
GI01SUMO-RID16-01-OPTAAD000,telemetered,Science,GI01SUMO_D00003_ingest.csv,GI01SUMO,3,Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/GI01SUMO/D00003/cg_data/dcl16/optaa2/*optaa*.log,5275,0,20,5255,D00003,Available,,,AR-07-01,,,,,1.0,2016-07-10T17:44:00,,CGMGI-01SUMO-00003,,CGINS-OPTAAD-00240,59.9341,-39.4673,,12.0,2691.0,
