reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,compare_DH,Automated_status,status,notes_x,CUID_Deploy,compare,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GS01SUMO-RID16-00-DCLENG000,recovered_host,Engineering,GS01SUMO_R00001_ingest.csv,GS01SUMO,1,#Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00001/cg_data/dcl16/syslog*/*syslog*.log,0,0,0,0,R00001,Missing,Data not available,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,R00065,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-00-DCLENG000,recovered_host,Engineering,GS01SUMO_R00002_ingest.csv,GS01SUMO,2,Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/syslog/*syslog.log,414,0,0,414,R00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,OL000079,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-00-DCLENG000,telemetered,Engineering,GS01SUMO_D00001_ingest.csv,GS01SUMO,1,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00001/cg_data/dcl16/syslog/*.syslog.log,149,0,0,149,D00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,R00065,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-00-DCLENG000,telemetered,Engineering,GS01SUMO_D00002_ingest.csv,GS01SUMO,2,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00002/cg_data/dcl16/syslog/*.syslog.log,410,0,0,410,D00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,OL000079,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-00-DCLENG000,telemetered,Engineering,GS01SUMO_D00003_ingest.csv,GS01SUMO,3,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00003/cg_data/dcl16/syslog/*.syslog.log,208,0,0,208,D00003,Available,,,NBP16-10,,,,,1.0,2016-11-25T01:11:00,,CGMGS-01SUMO-00003,,CGCON-NDCL16-00013,-54.4076,-89.35673333,,12.0,4612.0,
GS01SUMO-RID16-01-OPTAAD000,recovered_host,Science,GS01SUMO_R00001_ingest.csv,GS01SUMO,1,Ingest.optaa-dj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00001/cg_data/dcl16/OPTAA*/*.optaa*.log,3305,0,43,3262,R00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,CGINS-OPTAAD-00206,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-01-OPTAAD000,recovered_host,Science,GS01SUMO_R00002_ingest.csv,GS01SUMO,2,Ingest.optaa-dj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/optaa2/*.optaa2.log,8680,0,12,8668,R00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,CGINS-OPTAAD-00255,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-01-OPTAAD000,telemetered,Science,GS01SUMO_D00001_ingest.csv,GS01SUMO,1,Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00001/cg_data/dcl16/optaa2/*.optaa*.log,3232,0,42,3190,D00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,CGINS-OPTAAD-00206,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-01-OPTAAD000,telemetered,Science,GS01SUMO_D00002_ingest.csv,GS01SUMO,2,Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00002/cg_data/dcl16/optaa2/*.optaa*.log,9189,0,25,9164,D00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,CGINS-OPTAAD-00255,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-01-OPTAAD000,telemetered,Science,GS01SUMO_D00003_ingest.csv,GS01SUMO,3,Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00003/cg_data/dcl16/optaa2/*.optaa2.log,5354,0,33,5321,D00003,Available,,,NBP16-10,,,,,1.0,2016-11-25T01:11:00,,CGMGS-01SUMO-00003,,CGINS-OPTAAD-00150,-54.4076,-89.35673333,,12.0,4612.0,
GS01SUMO-RID16-02-FLORTD000,recovered_host,Science,GS01SUMO_R00001_ingest.csv,GS01SUMO,1,Ingest.flort-dj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00001/cg_data/dcl16/FLORT*/*.flort2.log,155,0,3,152,R00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,CGINS-FLORTD-01218,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-02-FLORTD000,recovered_host,Science,GS01SUMO_R00002_ingest.csv,GS01SUMO,2,Ingest.flort-dj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/flort2/*.flort2.log,376,0,0,376,R00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,CGINS-FLORTD-01320,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-02-FLORTD000,telemetered,Science,GS01SUMO_D00001_ingest.csv,GS01SUMO,1,Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00001/cg_data/dcl16/flort2/*.flort*.log,149,0,2,147,D00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,CGINS-FLORTD-01218,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-02-FLORTD000,telemetered,Science,GS01SUMO_D00002_ingest.csv,GS01SUMO,2,Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00002/cg_data/dcl16/flort2/*.flort*.log,404,0,6,398,D00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,CGINS-FLORTD-01320,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-02-FLORTD000,telemetered,Science,GS01SUMO_D00003_ingest.csv,GS01SUMO,3,Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/GS01SUMO/D00003/cg_data/dcl16/flort2/*.flort2.log,248,0,4,244,D00003,Available,,,NBP16-10,,,,,1.0,2016-11-25T01:11:00,,CGMGS-01SUMO-00003,,CGINS-FLORTD-01219,-54.4076,-89.35673333,,12.0,4612.0,
GS01SUMO-RID16-03-CTDBPF000,recovered_host,Science,GS01SUMO_R00001_ingest.csv,GS01SUMO,1,Ingest.ctdbp-cdef-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00001/cg_data/dcl16/CTDBP*/*ctdbp.log,132,0,7,125,R00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,CGINS-CTDBPF-50060,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-03-CTDBPF000,recovered_host,Science,GS01SUMO_R00002_ingest.csv,GS01SUMO,2,Ingest.ctdbp-cdef-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/ctdbp/*ctdbp.log,376,0,1,375,R00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,CGINS-CTDBPF-50142,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
GS01SUMO-RID16-03-CTDBPF000,recovered_inst,Science,GS01SUMO_R00001_ingest.csv,GS01SUMO,1,Ingest.ctdbp-cdef_recovered,/omc_data/whoi/OMC/GS01SUMO/R00001/cg_data/dcl16/CTDBP*/*.hex,1,0,0,1,R00001,Available,,,AT-26-29,,,NBP-15-11,,1.0,2015-02-18T21:06:00,2015-12-27T11:20:00,CGMGS-01SUMO-00001,,CGINS-CTDBPF-50060,-54.40833,-89.3575,,12.0,4611.0,
GS01SUMO-RID16-03-CTDBPF000,recovered_inst,Science,GS01SUMO_R00002_ingest.csv,GS01SUMO,2,Ingest.ctdbp-cdef_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/instruments/dcl16/CTDBP_sn16-50142/*.hex,1,0,0,1,R00002,Available,,,NBP-15-11,,,NBP16-10,,1.0,2015-12-14T20:20:00,2016-12-12T00:00:00,CGMGS-01SUMO-00002,,CGINS-CTDBPF-50142,-54.40408,-89.20691,,12.0,4588.0,Update recovery date when Quick Look report is released
