reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route_y,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GI03FLMB-RI000-00-CTDMOH000,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/CTDMO-H_sn12224/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-CTDMOH-12224,59.71267,-39.23017,,1822.0,2825.0,
GI03FLMB-RI000-00-CTDMOH000,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/CTDMO_sn37-13454/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-CTDMOH-13454,59.71823,-39.35362,,1822.0,2812.0,
GI03FLMB-RI000-00-CTDMOH100,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/CTDMO-H_sn12218/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-CTDMOH-12218,59.71267,-39.23017,,2725.0,2825.0,
GI03FLMB-RI000-00-CTDMOH100,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/CTDMO_sn37-13457/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-CTDMOH-13457,59.71823,-39.35362,,2725.0,2812.0,
GI03FLMB-RI000-00-CTDMOH400,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/CTDMO-H_sn12219/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-CTDMOH-12219,59.71267,-39.23017,,2424.0,2825.0,
GI03FLMB-RI000-00-CTDMOH400,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/CTDMO_sn37-13456/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-CTDMOH-13456,59.71823,-39.35362,,2424.0,2812.0,
GI03FLMB-RI000-00-CTDMOH700,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/CTDMO-H_sn12226/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-CTDMOH-12226,59.71267,-39.23017,,2123.0,2825.0,
GI03FLMB-RI000-00-CTDMOH700,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/CTDMO_sn37-13455/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-CTDMOH-13455,59.71823,-39.35362,,2123.0,2812.0,
GI03FLMB-RI000-00-VELPTB000,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/VELPT-B_snAQD11973/*.aqd,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-VELPTB-11973,59.71267,-39.23017,,1821.0,2825.0,
GI03FLMB-RI000-00-VELPTB000,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/VELPT_snAQD-12652/2100m01*.aqd,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-VELPTB-12652,59.71823,-39.35362,,1800.0,2812.0,
GI03FLMB-RI000-00-VELPTB100,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/VELPT-B_snAQD11981/*.aqd,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-VELPTB-11981,59.71267,-39.23017,,2724.0,2825.0,
GI03FLMB-RI000-00-VELPTB100,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/VELPT_snAQD-12197/2700m01*.aqd,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-VELPTB-12197,59.71823,-39.35362,,2700.0,2812.0,
GI03FLMB-RI000-00-VELPTB400,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/VELPT-B_snAQD11976/*.aqd,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-VELPTB-11976,59.71267,-39.23017,,2423.0,2825.0,
GI03FLMB-RI000-00-VELPTB400,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/VELPT_snAQD-12459/2400m01*.aqd,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-VELPTB-12459,59.71823,-39.35362,,2400.0,2812.0,
GI03FLMB-RI000-00-VELPTB700,recovered_inst,Science,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/VELPT-B_snAQD11974/*.aqd,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGINS-VELPTB-11974,59.71267,-39.23017,,2122.0,2825.0,
GI03FLMB-RI000-00-VELPTB700,recovered_inst,Science,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/VELPT_snAQD-12095/2100m01*.aqd,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGINS-VELPTB-12095,59.71823,-39.35362,,2100.0,2812.0,
GI03FLMB-RIM01-00-SIOENG000,recovered_host,Engineering,GI03FLMB_R00001_ingest.csv,GI03FLMB,1.0,,/omc_data/whoi/OMC/GI03FLMB/R00001/cg_data/dcl00/MSIOC_sn13285/STA*.DAT,339,0,1,338,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-16T13:24:00,2015-08-20T12:56:00,CGMGI-03FLMB-00001,,CGCON-SIOCON-13285,59.71267,-39.23017,,1508.0,2825.0,
GI03FLMB-RIM01-00-SIOENG000,recovered_host,Engineering,GI03FLMB_R00002_ingest.csv,GI03FLMB,2.0,,/omc_data/whoi/OMC/GI03FLMB/R00002/cg_data/dcl00/MSIOC_sn14876/STATUS/STA*.DAT,336,0,1,335,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-21T17:11:00,2016-07-18T00:00:00,CGMGI-03FLMB-00002,,CGCON-SIOCON-14876,59.71823,-39.35362,,1510.0,2812.0,deployment_depth placeholder: design depth
