ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,reference_designator,data_source,Automated_status,status,notes
GP05MOAS-GL365_D00001_ingest.csv,GP05MOAS,001,Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00001/merged-from-glider/unit*.mrg,765,0,0,765,GP05MOAS-GL365-00-ENG000000,telemetered,Available,NaN,NaN
GP05MOAS-GL365_D00001_ingest.csv,GP05MOAS,001,Ingest.flord-m-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00001/merged-from-glider/unit*.mrg,765,0,0,765,GP05MOAS-GL365-01-FLORDM000,telemetered,Available,NaN,NaN
GP05MOAS-GL365_D00001_ingest.csv,GP05MOAS,001,Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00001/merged-from-glider/unit*.mrg,765,0,0,765,GP05MOAS-GL365-02-DOSTAM000,telemetered,Available,NaN,NaN
GP05MOAS-GL365_D00001_ingest.csv,GP05MOAS,001,Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00001/merged-from-glider/unit*.mrg,765,0,0,765,GP05MOAS-GL365-04-CTDGVM000,telemetered,Available,NaN,NaN
GP05MOAS-GL365_D00002_ingest.csv,GP05MOAS,002,Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00002/merged-from-glider/gp_*.mrg,0,0,0,0,GP05MOAS-GL365-00-ENG000000,telemetered,Missing,NaN,NaN
GP05MOAS-GL365_D00002_ingest.csv,GP05MOAS,002,Ingest.flord-m-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00002/merged-from-glider/gp_*.mrg,0,0,0,0,GP05MOAS-GL365-01-FLORDM000,telemetered,Missing,NaN,NaN
GP05MOAS-GL365_D00002_ingest.csv,GP05MOAS,002,Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00002/merged-from-glider/gp_*.mrg,0,0,0,0,GP05MOAS-GL365-02-DOSTAM000,telemetered,Missing,NaN,NaN
GP05MOAS-GL365_D00002_ingest.csv,GP05MOAS,002,Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/GP05MOAS-GL365/D00002/merged-from-glider/gp_*.mrg,0,0,0,0,GP05MOAS-GL365-04-CTDGVM000,telemetered,Missing,NaN,NaN
GP05MOAS-GL365_R00001_ingest.csv,GP05MOAS,001,Ingest.glider-eng-glider_recovered,/omc_data/whoi/OMC/GP05MOAS-GL365/R00001/merged/unit*.mrg,776,0,0,776,GP05MOAS-GL365-00-ENG000000,recovered_host,Available,NaN,NaN
GP05MOAS-GL365_R00001_ingest.csv,GP05MOAS,001,Ingest.flord-m-glider_recovered,/omc_data/whoi/OMC/GP05MOAS-GL365/R00001/merged/unit*.mrg,776,0,0,776,GP05MOAS-GL365-01-FLORDM000,recovered_host,Available,NaN,NaN
GP05MOAS-GL365_R00001_ingest.csv,GP05MOAS,001,Ingest.dosta-abcdjm-glider_recovered,/omc_data/whoi/OMC/GP05MOAS-GL365/R00001/merged/unit*.mrg,776,0,0,776,GP05MOAS-GL365-02-DOSTAM000,recovered_host,Available,NaN,NaN
GP05MOAS-GL365_R00001_ingest.csv,GP05MOAS,001,Ingest.ctdgv-m-glider_recovered,/omc_data/whoi/OMC/GP05MOAS-GL365/R00001/merged/unit*.mrg,776,0,0,776,GP05MOAS-GL365-04-CTDGVM000,recovered_host,Available,NaN,NaN
