reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,compare_DH,Automated_status,status,notes_x,CUID_Deploy,compare,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GA05MOAS-PG563-00-ENG000000,recovered_host,Engineering,GA05MOAS-PG563_R00001_ingest.csv,GA05MOAS,1,Ingest.glider-eng-glider_recovered,/omc_data/whoi/OMC/GA05MOAS-PG563/R00001/merged/ga_*.mrg,516,0,0,516,R00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGCON-GLDRGP-00563,-42.58833,-42.645,,,,
GA05MOAS-PG563-00-ENG000000,telemetered,Engineering,GA05MOAS-PG563_D00001_ingest.csv,GA05MOAS,1,Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/GA05MOAS-PG563/D00001/merged-from-glider/ga_*.mrg,514,0,0,514,D00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGCON-GLDRGP-00563,-42.58833,-42.645,,,,
GA05MOAS-PG563-01-CTDGVM000,recovered_host,Science,GA05MOAS-PG563_R00001_ingest.csv,GA05MOAS,1,Ingest.ctdgv-m-glider_recovered,/omc_data/whoi/OMC/GA05MOAS-PG563/R00001/merged/ga_*.mrg,516,0,0,516,R00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-CTDGVM-09285,-42.58833,-42.645,,,,
GA05MOAS-PG563-01-CTDGVM000,telemetered,Science,GA05MOAS-PG563_D00001_ingest.csv,GA05MOAS,1,Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/GA05MOAS-PG563/D00001/merged-from-glider/ga_*.mrg,514,0,0,514,D00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-CTDGVM-09285,-42.58833,-42.645,,,,
GA05MOAS-PG563-02-DOSTAM000,recovered_host,Science,GA05MOAS-PG563_R00001_ingest.csv,GA05MOAS,1,Ingest.dosta-abcdjm-glider_recovered,/omc_data/whoi/OMC/GA05MOAS-PG563/R00001/merged/ga_*.mrg,516,0,0,516,R00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-DOSTAM-00423,-42.58833,-42.645,,,,
GA05MOAS-PG563-02-DOSTAM000,telemetered,Science,GA05MOAS-PG563_D00001_ingest.csv,GA05MOAS,1,Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/GA05MOAS-PG563/D00001/merged-from-glider/ga_*.mrg,514,0,0,514,D00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-DOSTAM-00423,-42.58833,-42.645,,,,
GA05MOAS-PG563-03-FLORTM000,recovered_host,Science,GA05MOAS-PG563_R00001_ingest.csv,GA05MOAS,1,Ingest.flort-m-glider_recovered,/omc_data/whoi/OMC/GA05MOAS-PG563/R00001/merged/ga_*.mrg,516,0,0,516,R00001,Available,,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-FLORTM-03813,-42.58833,-42.645,,,,
GA05MOAS-PG563-03-FLORTM000,telemetered,Science,GA05MOAS-PG563_D00001_ingest.csv,GA05MOAS,1,#Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/GA05MOAS-PG563/D00001/merged-from-glider/ga_*.mrg,514,0,0,514,D00001,Available,Not configured properly for telemetry,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-FLORTM-03813,-42.58833,-42.645,,,,
GA05MOAS-PG563-04-FLORTO000,recovered_host,Science,GA05MOAS-PG563_R00001_ingest.csv,GA05MOAS,1,#Ingest.flort-o-glider_recovered,/omc_data/whoi/OMC/GA05MOAS-PG563/R00001/merged/ga_*.mrg,516,0,0,516,R00001,Available,No parser,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-FLORTO-01330,-42.58833,-42.645,,,,
GA05MOAS-PG563-04-FLORTO000,telemetered,Science,GA05MOAS-PG563_D00001_ingest.csv,GA05MOAS,1,#Ingest.flort-o-glider_telemetered,/omc_data/whoi/OMC/GA05MOAS-PG563/D00001/merged-from-glider/ga_*.mrg,514,0,0,514,D00001,Available,Not configured properly for telemetry. No parser,,NBP-15-10,,,,,1,2015-11-24T21:47:00,2016-05-02T00:00:00,CGVGA-05MOAS-00000,CGVEH-GLDRGP-00563,CGINS-FLORTO-01330,-42.58833,-42.645,,,,
