reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route_y,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GI03FLMA-RI000-00-CTDMOH000,recovered_inst,Science,GI03FLMA_R00001_ingest.csv,GI03FLMA,1.0,,/omc_data/whoi/OMC/GI03FLMA/R00001/cg_data/dcl00/CTDMO-H_sn12225/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-12T20:11:00,2015-08-18T10:41:00,CGMGI-03FLMA-00001,,CGINS-CTDMOH-12225,59.76683,-39.8425,,1697.0,2700.0,
GI03FLMA-RI000-00-CTDMOH000,recovered_inst,Science,GI03FLMA_R00002_ingest.csv,GI03FLMA,2.0,,/omc_data/whoi/OMC/GI03FLMA/R00002/cg_data/dcl00/CTDMO_sn37-13447/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-18T23:48:00,2016-07-17T00:00:00,CGMGI-03FLMA-00002,,CGINS-CTDMOH-13447,59.77067,-39.8801,,1697.0,2689.0,
GI03FLMA-RI000-00-CTDMOH100,recovered_inst,Science,GI03FLMA_R00001_ingest.csv,GI03FLMA,1.0,,/omc_data/whoi/OMC/GI03FLMA/R00001/cg_data/dcl00/CTDMO-H_sn12222/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-12T20:11:00,2015-08-18T10:41:00,CGMGI-03FLMA-00001,,CGINS-CTDMOH-12222,59.76683,-39.8425,,2600.0,2700.0,
GI03FLMA-RI000-00-CTDMOH100,recovered_inst,Science,GI03FLMA_R00002_ingest.csv,GI03FLMA,2.0,,/omc_data/whoi/OMC/GI03FLMA/R00002/cg_data/dcl00/CTDMO_sn37-13450/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-18T23:48:00,2016-07-17T00:00:00,CGMGI-03FLMA-00002,,CGINS-CTDMOH-13450,59.77067,-39.8801,,2600.0,2689.0,
GI03FLMA-RI000-00-CTDMOH400,recovered_inst,Science,GI03FLMA_R00001_ingest.csv,GI03FLMA,1.0,,/omc_data/whoi/OMC/GI03FLMA/R00001/cg_data/dcl00/CTDMO-H_sn12389/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-12T20:11:00,2015-08-18T10:41:00,CGMGI-03FLMA-00001,,CGINS-CTDMOH-12389,59.76683,-39.8425,,2299.0,2700.0,
GI03FLMA-RI000-00-CTDMOH400,recovered_inst,Science,GI03FLMA_R00002_ingest.csv,GI03FLMA,2.0,,/omc_data/whoi/OMC/GI03FLMA/R00002/cg_data/dcl00/CTDMO_sn37-13449/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-18T23:48:00,2016-07-17T00:00:00,CGMGI-03FLMA-00002,,CGINS-CTDMOH-13449,59.77067,-39.8801,,2299.0,2689.0,
GI03FLMA-RI000-00-CTDMOH700,recovered_inst,Science,GI03FLMA_R00001_ingest.csv,GI03FLMA,1.0,,/omc_data/whoi/OMC/GI03FLMA/R00001/cg_data/dcl00/CTDMO-H_sn12227/*.hex,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-12T20:11:00,2015-08-18T10:41:00,CGMGI-03FLMA-00001,,CGINS-CTDMOH-12227,59.76683,-39.8425,,1998.0,2700.0,
GI03FLMA-RI000-00-CTDMOH700,recovered_inst,Science,GI03FLMA_R00002_ingest.csv,GI03FLMA,2.0,,/omc_data/whoi/OMC/GI03FLMA/R00002/cg_data/dcl00/CTDMO_sn37-13448/*.hex,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-18T23:48:00,2016-07-17T00:00:00,CGMGI-03FLMA-00002,,CGINS-CTDMOH-13448,59.77067,-39.8801,,1998.0,2689.0,
GI03FLMA-RI000-00-VELPTB000,recovered_inst,Science,GI03FLMA_R00001_ingest.csv,GI03FLMA,1.0,,/omc_data/whoi/OMC/GI03FLMA/R00001/cg_data/dcl00/VELPT-B_snAQD11669/*.aqd,1,0,0,1,Available,,,KN-221-4,,AT-30-01,,1.0,2014-09-12T20:11:00,2015-08-18T10:41:00,CGMGI-03FLMA-00001,,CGINS-VELPTB-11669,59.76683,-39.8425,,1696.0,2700.0,
GI03FLMA-RI000-00-VELPTB000,recovered_inst,Science,GI03FLMA_R00002_ingest.csv,GI03FLMA,2.0,,/omc_data/whoi/OMC/GI03FLMA/R00002/cg_data/dcl00/VELPT_snAQD-12673/1800m01*.aqd,1,0,0,1,Available,,,AT-30-01,,AR-07-01,,1.0,2015-08-18T23:48:00,2016-07-17T00:00:00,CGMGI-03FLMA-00002,,CGINS-VELPTB-12673,59.77067,-39.8801,,1696.0,2689.0,
